Name,Points
Aaden Updike,0.0
Aaron Hindt,0.0
Aaron Olsen,31.22
Abe Pavlik,0.3
Abram Edwards,0.0
Adam Bensley,0.0
Adam Scott,0.0
Adam Swaney,2.1
Aden Bice,0.0
Adyson Stark,0.2
Aidan Ebert,0.0
Aidan Hesse,0.0
Aidan Timm,26.16
Aidan Yoch,0.0
Aiden Eickert,0.0
Aiden Hellman,1.2
Aiden Klostermann,12.8
Aiden Stenzel,0.0
Aidyn Kling,0.0
Aldo Esteban-Cabrera,0.0
Alex Black,0.0
Alex Daniel,1.7
Alex Hansen,35.8
Alex Havaranek,0.0
Alex Rasmussen,2.7
Alex Tiedemann,4.7
Ambrose Savage,-1.62
Andreas Buttry,0.0
Andrew Beran,29.0
Andrew James,0.2
Andrew Kolsrud,6.3
Andrew Lichter,0.0
Anthony Eisele,0.0
Anthony Harrington,0.0
Anthony Knaack,0.0
Anthony Waters,0.0
Asher Stutzman,0.0
Ashton Kracht,1.7
Ashton Nally,0.7
Auden Wilson,0.0
Austin Boege,9.8
Austin Christensen,1.3
Austin Gehring,0.0
Austin Lack,21.1
Austin Schmidt,0.0
Austin Vaverka,0.0
Austin Williams,13.9
Ayden Lamb,0.0
Beau Burns,65.86
Beckett Rhoads,0.0
Ben Belew,8.6
Ben Coffman,0.0
Ben Eslick,0.0
Ben Lantz,0.0
Ben Ryan,0.0
Ben Yezek,0.0
Benjy Trainer,4.4
Bennett Heidercheit,0.0
Bennett Pfister,0.0
Bennett Steger,21.6
Biar Biar,0.0
Blake Ewing,0.0
Blake Helmick,0.0
Blake Micetich,0.0
Blayne Porter,4.9
Blayne Smith,26.42
Bode Wyman,45.92
Boston Roorda,0.0
Braden Jordan,32.26
Braden Simington,7.3
Braden Taylor,0.2
Brady Babel,0.0
Brady Boulton,49.34
Brady Koenck,21.8
Brady Lewis,3.9
Brady Wurth,8.5
Braedon Godfread,62.9
Bram Bielenberg,0.0
Braxston Bucknell,0.0
Braxton Blackburn,28.1
Braxton Bormann,0.0
Braxton Davis,0.0
Braxton Kniep,1.9
Brayden Bannor,-0.2
Brayden Chester,9.0
Brayden Hepke,0.0
Brayden Svejda,25.4
Brayden Utter,0.0
Braydon Draeger,0.0
Braydon Hensley,0.0
Breckin Clatt,16.68
Brekken Schlader,3.5
Brenden Connett,0.0
Brenden Wagner,0.0
Brenden Wheeler,6.1
Brenner Sullivan,9.3
Brett Plants,14.2
Brigham Porter,0.0
Brock Binkley,0.0
Brock Micetich,0.0
Brodie Ludwig,0.5
Brody Becker,0.0
Brody Greensky,0.0
Brody King,6.8
Brody Koch,14.62
Brody Koski,0.0
Brody Ludwig,0.0
Brody Magruder,2.3
Brody Paulsen,12.3
Brody Wolff,0.0
Brodyn Pryor,21.86
Brogan Ewing,13.0
Brogyn Greensky,0.0
Broox Stockman,20.0
Bryce Brabham,10.2
Bryer Jack,0.0
Burke Busta,2.4
CJ Smith,0.0
Cade Robinson,16.7
Cade Tentinger,8.6
Caden Carruthers,2.4
Caden Cole,9.0
Caden Kaufman,0.0
Caden Oswald,0.0
Caden Page,6.4
Caden Roethler,33.3
Cael Coffman,8.0
Cael Dop,0.0
Cael Weisskopf,0.0
Cainan Travis,8.4
Cal Heydon,0.0
Cal Peterman,8.2
Cal Pryor,4.8
Cale Haley,0.0
Cale Langreck,0.96
Cale Westerbeck,13.9
Caleb Coffelt,0.0
Caleb Haack,15.2
Caleb Hemphill,30.1
Caleb Kurtenbach,1.5
Caleb Swedin,3.7
Caleb Urban,0.0
Callan Messerich,0.0
Cam Buffington,0.0
Camden Behrends,0.0
Cameron Nicoletto,0.0
Cannon Hansen,8.7
Carson Frerichs,0.0
Carson Hopkins,0.0
Carson Ingles,37.32
Carson Peters,0.0
Carson Schnieder,0.0
Carson Wessel,37.3
Carter Anderson,1.9
Carter Battin,0.0
Carter Fehr,0.0
Carter Hassebroek,1.4
Carter Loyd,0.0
Carter McGregor,0.0
Carter Michalek,0.0
Carter Oberbroeckling,19.6
Carter Rycroft,0.0
Carter Seitz,10.0
Carter Sholtus,0.0
Carter Smith,0.0
Carter Waetzig,0.0
Cash Emgarten,12.5
Cash Weber,0.0
Caybrin Schilling,0.64
Caysen Chodur,0.0
Cesar Falcon,0.0
Chance Christensen,1.5
Chance Hoyt,4.1
Charlie Rowenhorst,2.5
Charlie Schaefer,0.0
Chase England,0.0
Chase Forey,0.0
Chase Klatt,4.1
Chase Spieker,36.8
Chase Waterhouse,-0.6
Chaz Cornelison,0.0
Chris Hanson,0.0
Christian Pierce,-3.82
Christian Reinke,0.9
Christopher Greif,24.3
Christopher Lange,0.0
Clay Westphal,22.9
Clayton Miller,18.08
Cody Dorscher,0.0
Cody Milks,0.0
Cody Samson,0.0
Coen Good,0.0
Colby Eskildsen,6.28
Colby Wallace,32.88
Cole Bethune,0.0
Cole Fehr,19.4
Cole Green,0.0
Cole Milks,0.0
Colin Hartl,0.0
Colin Snyder,2.8
Collin Bower,8.6
Collin Hoffman,3.7
Collin Homan,15.2
Colten Brown,0.0
Colton Cox,0.0
Colton Leichty,16.1
Conlin Rouse,0.1
Conner Bowers,9.0
Conner Nally,11.08
Connor Rahn,0.0
Connor Snethen,0.0
Cooper McLaughlin,0.0
Cooper Petersen,10.8
Cooper Smith,0.0
Cooper VanderHeiden,0.1
Cooper Wierson,-0.12
Corbin Harris,0.0
Corbin Jacobs-Jewell,0.3
Corbyn Sheley,0.0
Corey Breese,0.0
Creyton Ogier,1.2
Cristian Brown,11.9
Cruz DeJong,0.0
Dain Sprague,0.0
Daiton Price,0.0
Dakota Heishman,15.1
Dallas Grove,0.0
Dallas Smith,0.0
Dalton Kitzman,14.5
Dalton Klenz,0.0
Dalton Martin,7.6
Dalton Mudderman,15.2
Dalton Weepie,45.6
Damon Thomsen,1.4
Dane Appleby,25.88
Dane Ballou,43.22
Dane Smith,0.0
Dane Strong,0.0
Daniel Britt,0.0
Daniel Meis,0.0
Dashny Munyakazi,0.0
David Rose,0.0
David Schmitz,0.0
Dawson Evans,0.0
Dawson Graham,3.9
Dawson Konrad,0.0
Dawson Smith,20.8
Declan DeJong,4.1
Degin Dixson,0.0
Derek Bartlett,0.0
Derek Kressley,0.0
Deshon Anderson,0.0
Devin Meyer,31.9
Devon Ehlers,3.1
Devon Weisskopf,0.0
Dillon Reed,0.0
Dominic Coleman,14.5
Dominic Graap,0.0
Dominic McClain,0.0
Domonic Garcia,0.0
Donald Bashor,7.8
Drake Axmear,0.0
Drake Puls,0.0
Drew Eilers,0.0
Drew Fehr,2.5
Drew Lappe,4.4
Drew Muller,0.0
Drew Stanek,0.0
Drew Urbanek,0.0
Drew Wagner,29.8
Dreyson Morgan,0.0
Dylan Linkenhoker,0.0
Dylan Marquart,29.64
Easton Hudnut,0.0
Edde Gonzalez,13.0
Edward Miller,13.5
Eli Hanson,0.0
Eli Miller,0.0
Eli Riedesel,0.0
Eli Schmidt,0.0
Eli Weimer,20.7
Elliott Ward,0.0
Emmett Burke,2.7
Emmett Snyder,14.4
Eric Wilson,0.2
Ethan Bauer,0.0
Ethan Baxter,0.0
Ethan Bockelman,15.38
Ethan Bridgewater,12.54
Ethan Harper,1.8
Ethan Klemesrud,0.0
Ethan Marso,7.9
Ethan Schaufenbuel,0.0
Ethan Swisher,0.0
Evan Alt,10.3
Evan Lorenzen,12.1
Evan Ten Eyck,0.0
Ezekiel Konkler,0.3
Fischer Buffington,2.2
Gabe Funk,57.86
Gabe Johnson,0.0
Gabe Meaney,0.0
Gabe Miller,-1.2
Gabe Reeves,10.2
Gabriel Roneus,0.9
Gage Samo,14.8
Gannon Short,0.0
Garrett Watts,32.5
Garrison Motsinger,8.5
Gavin Benter,0.0
Gavin Clark,0.0
Gavin DeFord,16.0
Gavin Ford,0.0
Gavin Menke-Bailey,12.9
Gavin Shirley,0.0
Gavyn Thordarson,0.0
Gio Cruz,11.2
Graham Godsey,4.6
Grant Finck,9.9
Grant Galles,45.0
Grant Whitehead,0.0
Greg Lewis,0.0
Gunnar Smith,0.0
Guyson Lyman,0.0
Harley Molina,3.3
Hayden Fay,0.0
Hayden Gilmore,1.4
Hayden Hicks,0.0
Hayden Jones,0.0
Hayden Loftsgard,0.0
Hayden Shelman,0.0
Henry Sturm,0.0
Holden Jensen,12.6
Holden Roberts,0.0
Hudson Clark,0.0
Hudson Welton,0.0
Hugo Busta,0.0
Hunter DeGard,0.0
Hunter Hardin,0.0
Hunter Hodina,0.9
Hunter Hughes,10.2
Ian Smith,8.2
Isaac Clark,0.0
Isaac Delange,0.0
Isaac Hill,0.0
Isaac Loan,0.0
Isaac Messamaker,1.6
Isaac Murphy,11.1
Isaac Rich,1.8
Isaiah Malm,0.0
Isaiah McNally,1.3
Israel Lemley,0.0
Israel Valenzuela,0.0
J.D. Kruse,2.2
JT Laufersweiler,58.66
JW Linkenhoker,1.6
Jabari Woodbury,0.0
Jace March,21.2
Jack Adams,32.98
Jack Anderson,0.1
Jack Angell,0.0
Jack Follmann,18.7
Jack Gordon,9.9
Jack Hogan,0.0
Jack Osborne,0.0
Jack Scherf,9.1
Jack Seyller,0.0
Jackson Bellcock,0.0
Jackson Embree,1.26
Jackson McDanel,35.6
Jackson Schulte,21.0
Jackson Stansberry,0.0
Jacksyn Bullers,6.8
Jacksyn Hogrefe,0.0
Jacob Berens,23.4
Jacob Martin,0.0
Jacob Morey,0.0
Jacob Snyder,13.0
Jader Sanchez,15.0
Jaedon Koppman,0.0
Jake Edwards,0.0
Jake Schilling,0.0
Jakob Koopman,14.1
James Bell,49.2
James Buhlman,0.0
Jameson Kilworth,30.92
Jamison Ewing,10.58
Jamison Martin,0.0
Jared Aronson,0.4
Jarit Tapia,0.0
Jarod Reams,10.0
Jason Barry,1.2
Jaxon Darby,0.0
Jaxon Larson,0.0
Jaxson Schnell,7.0
Jayden Butler,0.6
Jayden Hanson,11.28
Jayden Robinson,0.0
Jayden Smith,0.0
Jed Bielenberg,0.0
Jed Tyler,8.26
Jeffery Gerber,0.0
Jeremiah Lynam,0.0
